State,Year,Age,Type of Disorder,Sex,Type of Mental Disorder,Occupation,"New cases per 100,000","New Cases / 100,000",
Andhra Pradesh,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Assam,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Delhi,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Goa,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Haryana,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Karnataka,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Kerala,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Maharashtra,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Manipur,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Meghalaya,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Mizoram,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Nagaland,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Odisha,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Punjab,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Rajasthan,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Sikkim,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tamil Nadu,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tripura,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
West Bengal,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Bihar,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Chhattisgarh,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jharkhand,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Gujarat,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Telangana,2019,30-34 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttarakhand,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Other Union Territories,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Assam,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Delhi,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Goa,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Haryana,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Karnataka,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Kerala,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Maharashtra,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Manipur,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Meghalaya,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Mizoram,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Nagaland,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Odisha,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Punjab,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Rajasthan,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Sikkim,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tamil Nadu,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tripura,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
West Bengal,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Bihar,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Chhattisgarh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jharkhand,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Gujarat,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Telangana,2019,30-34 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.15743349,35,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.68139203,34,
Uttarakhand,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.57644997,34,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.18118412,35,
Other Union Territories,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.10082538,34,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.12003041,35,
Assam,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,36.0124943,36,
Delhi,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.21805888,34,
Goa,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.01494144,35,
Haryana,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.18198809,35,
Karnataka,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.03076037,35,
Kerala,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.56206809,34,
Maharashtra,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.85081346,34,
Manipur,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.59658263,35,
Meghalaya,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.41154753,35,
Mizoram,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.82954867,34,
Nagaland,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.24062032,35,
Odisha,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.27623777,35,
Punjab,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.10238065,35,
Rajasthan,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.17662719,35,
Sikkim,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.28582396,34,
Tamil Nadu,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,30.69658108,30,
Tripura,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.97006236,34,
West Bengal,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.98796946,34,
Bihar,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.63717687,35,
Chhattisgarh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.42784152,35,
Jharkhand,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.37555845,35,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.97874275,34,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,35.85655143,35,
Gujarat,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.71697555,34,
Telangana,2019,30-34 y,Mental Disorder,Male,Schizophrenia,Work ,34.97465702,34,
Jammu & Kashmir and Ladakh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.45658978,27,
Arunachal Pradesh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.79218719,27,
Uttarakhand,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.1626517,27,
Himachal Pradesh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,26.96639588,26,
Other Union Territories,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.22192387,27,
Andhra Pradesh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.09324003,27,
Assam,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.34863947,27,
Delhi,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.23359716,27,
Goa,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.02818127,27,
Haryana,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.51146208,27,
Karnataka,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.33915433,27,
Kerala,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.53153465,27,
Maharashtra,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.54882167,27,
Manipur,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.83279134,27,
Meghalaya,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.45754546,27,
Mizoram,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.31260903,27,
Nagaland,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.1907015,27,
Odisha,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.58270551,27,
Punjab,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.57759567,27,
Rajasthan,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.98363308,27,
Sikkim,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.10273494,27,
Tamil Nadu,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,23.72837014,23,
Tripura,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.78908154,27,
West Bengal,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.3985583,27,
Bihar,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.96542546,27,
Chhattisgarh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.53396601,27,
Jharkhand,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.90037284,27,
Madhya Pradesh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.98340492,27,
Uttar Pradesh,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,28.04438939,28,
Gujarat,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.17691209,27,
Telangana,2019,30-34 y,Mental Disorder,Female,Schizophrenia,Work ,27.11001894,27,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,632.0015732,632,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,632.2580774,632,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,627.1972708,627,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,635.3292128,635,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,625.4848135,625,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,627.3609019,627,
Assam,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,626.4627255,626,
Delhi,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,635.354979,635,
Goa,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,468.8768153,468,
Haryana,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,629.2335331,629,
Karnataka,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,627.7581906,627,
Kerala,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,730.5262644,730,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,629.7349276,629,
Manipur,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,751.6464409,751,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,631.8934236,631,
Mizoram,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,629.9902993,629,
Nagaland,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,632.6531091,632,
Odisha,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,627.9005356,627,
Punjab,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,562.7992624,562,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,702.3685491,702,
Sikkim,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,633.0963144,633,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,574.6902968,574,
Tripura,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,630.2249601,630,
West Bengal,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,600.8028317,600,
Bihar,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,629.07934,629,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,422.071483,422,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,726.789886,726,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,446.8957957,446,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,550.2149795,550,
Gujarat,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,520.5167614,520,
Telangana,2019,35-39 y,Mental Disorder,Male,Anxiety disorders,Work ,630.9834647,630,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,901.7587304,901,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,891.3392313,891,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,892.540407,892,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,895.8730536,895,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,898.6637383,898,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,891.4762316,891,
Assam,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,907.7263746,907,
Delhi,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,886.746219,886,
Goa,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,669.3226055,669,
Haryana,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,892.4229059,892,
Karnataka,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,890.9459702,890,
Kerala,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,1144.146573,1144,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,893.9134635,893,
Manipur,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,1115.168302,1115,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,887.0194188,887,
Mizoram,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,894.7455719,894,
Nagaland,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,887.5757923,887,
Odisha,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,889.9523675,889,
Punjab,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,785.003521,785,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,952.1815902,952,
Sikkim,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,896.6726367,896,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,891.8588534,891,
Tripura,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,894.5455257,894,
West Bengal,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,989.3961404,989,
Bihar,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,900.9403135,900,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,672.6690421,672,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,974.9713199,974,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,640.6608814,640,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,901.1045859,901,
Gujarat,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,853.5300598,853,
Telangana,2019,35-39 y,Mental Disorder,Female,Anxiety disorders,Work ,890.0549795,890,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.40880357,39,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.49718,40,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,42.34655271,42,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.35840785,40,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.76937509,39,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.96352033,40,
Assam,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.63995137,41,
Delhi,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.34407635,40,
Goa,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.4877299,39,
Haryana,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.15228439,41,
Karnataka,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.19341102,41,
Kerala,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.07328851,39,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.90516662,40,
Manipur,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.72474599,40,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.64934591,40,
Mizoram,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.68170387,40,
Nagaland,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.46080089,41,
Odisha,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.69166838,41,
Punjab,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.79396656,40,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.8477728,40,
Sikkim,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.88224271,39,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,36.96909891,36,
Tripura,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.51194316,40,
West Bengal,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,39.51861809,39,
Bihar,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.7013169,40,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,42.043201,42,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.86582648,40,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.47723088,41,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,41.61809946,41,
Gujarat,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.85929117,40,
Telangana,2019,35-39 y,Mental Disorder,Male,Bipolar disorder,Work ,40.42862357,40,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,33.7442605,33,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.4818826,34,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.46222466,35,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,33.80311649,33,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,33.83703677,33,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.10717556,35,
Assam,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,36.1419737,36,
Delhi,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.60723449,34,
Goa,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,33.32878655,33,
Haryana,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.44174394,34,
Karnataka,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.54042352,34,
Kerala,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,32.1219373,32,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.33434087,34,
Manipur,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.33015249,34,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.46053094,34,
Mizoram,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.3271426,34,
Nagaland,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.68539142,34,
Odisha,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.52736711,35,
Punjab,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.18384651,34,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.22781089,34,
Sikkim,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.04664193,34,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,30.33815167,30,
Tripura,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.11707444,34,
West Bengal,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,33.9489242,33,
Bihar,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.21817695,35,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,36.14432238,36,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.53850434,35,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.09221047,35,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,35.81558209,35,
Gujarat,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.55355497,34,
Telangana,2019,35-39 y,Mental Disorder,Female,Bipolar disorder,Work ,34.83736582,34,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Assam,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Delhi,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Goa,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Haryana,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Karnataka,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Kerala,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Manipur,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Mizoram,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Nagaland,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Odisha,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Punjab,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Sikkim,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Tripura,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
West Bengal,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Bihar,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Gujarat,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Telangana,2019,35-39 y,Mental Disorder,Male,Conduct disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Assam,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Delhi,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Goa,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Haryana,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
