,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Height,Screen Width,Cpu GHz,Cpu Name,Memory Type,Memory Size,CPU Company,Has GPU
731,Notebook,15.6,12.0,Windows 10,2.25,34578.72,768,1366,2.5,Intel,HDD,1024,Intel,0
732,Notebook,15.6,6.0,Windows 10,2.1,34632.0,1080,1920,3.0,AMD,Both,1152,AMD,1
733,Notebook,15.6,4.0,Windows 10,2.4,29783.52,768,1366,2.5,Intel,HDD,500,Intel,0
734,Notebook,13.3,8.0,Windows 10,1.44,51148.8,1080,1920,2.5,Intel,SSD,256,Intel,0
735,Notebook,15.6,4.0,Windows 10,1.85,41505.12,1080,1920,2.7,Intel,HDD,1024,Intel,0
736,Workstation,15.6,16.0,Windows 10,2.6,128884.32,1080,1920,2.8,Intel,SSD,256,Intel,1
737,2 in 1 Convertible,13.3,8.0,Windows 10,1.55,35111.52,1080,1920,1.6,Intel,HDD,1024,Intel,0
738,Gaming,15.6,16.0,Windows 10,1.8,111593.8944,1080,1920,2.8,Intel,Both,1280,Intel,1
739,Notebook,15.6,4.0,Windows 10,2.4,21887.424,768,1366,2.0,Intel,HDD,500,Intel,0
740,Notebook,15.6,8.0,Windows 10,2.0,64308.96,1080,1920,2.7,Intel,Both,1152,Intel,1
741,Notebook,15.6,8.0,Windows 10,2.0,35431.2,768,1366,2.0,Intel,SSD,256,Intel,0
742,Notebook,14.0,8.0,Windows 10,1.25,81784.8,1080,1920,2.5,Intel,SSD,256,Intel,0
743,2 in 1 Convertible,14.0,8.0,Windows 10,1.7,53226.72,1080,1920,2.5,Intel,SSD,256,Intel,0
744,Workstation,15.6,16.0,Windows 10,2.5,175770.72,2160,3840,2.8,Intel,SSD,1024,Intel,1
745,Notebook,14.0,2.0,Chrome OS,1.68,17582.399999999998,768,1366,1.6,Intel,Flash Storage,32,Intel,0
746,Ultrabook,13.3,16.0,Windows 10,0.81,87858.72,1080,1920,2.7,Intel,SSD,256,Intel,0
747,Notebook,15.6,8.0,Windows 10,1.86,28717.92,1080,1920,2.0,Intel,SSD,256,Intel,0
748,Notebook,14.0,8.0,Windows 10,1.6,60031.1088,768,1366,2.5,Intel,SSD,256,Intel,0
749,Workstation,17.3,16.0,Windows 7,3.0,233845.92,1080,1920,2.9,Intel,SSD,256,Intel,1
750,Netbook,11.6,4.0,Windows 10,1.4,25308.0,768,1366,1.6,Intel,SSD,128,Intel,0
751,Notebook,15.6,8.0,Windows 10,1.84,101232.0,1080,1920,2.4,Intel,SSD,256,Intel,0
752,Notebook,15.6,4.0,No OS,2.45,30849.12,768,1366,2.3,Intel,HDD,1024,Intel,1
753,Ultrabook,14.0,4.0,Windows 10,1.7,58394.88,1080,1920,2.3,Intel,SSD,180,Intel,0
754,Notebook,15.6,4.0,Windows 10,2.37,45282.672,768,1366,2.7,Intel,SSD,256,Intel,0
755,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,63882.72,1800,3200,1.8,Intel,SSD,256,Intel,0
756,Notebook,15.6,8.0,Windows 10,2.2,58554.72,1080,1920,2.5,Intel,Both,1152,Intel,1
757,Workstation,15.6,8.0,Windows 7,2.59,83170.08,1080,1920,2.6,Intel,SSD,256,Intel,1
758,Gaming,15.6,16.0,Windows 10,4.42,152859.7872,2160,3840,2.8,Intel,Both,1280,Intel,1
759,Notebook,15.6,4.0,Windows 10,2.1,31914.72,768,1366,2.5,Intel,SSD,256,Intel,0
760,Gaming,15.6,8.0,Windows 10,2.5,55837.44,1080,1920,2.8,Intel,Both,1152,Intel,1
761,Ultrabook,12.5,16.0,Windows 10,1.18,99047.52,1080,1920,2.8,Intel,SSD,256,Intel,0
762,Ultrabook,12.3,8.0,Chrome OS,1.1,83063.52,1600,2400,1.2,Intel,SSD,256,Intel,0
763,Ultrabook,13.3,8.0,Windows 10,1.2,60153.12,1800,3200,2.5,Intel,SSD,256,Intel,0
764,Notebook,13.3,4.0,Windows 10,1.65,45234.72,768,1366,2.0,Intel,HDD,500,Intel,0
765,Notebook,13.3,4.0,Windows 10,1.6,34898.4,768,1366,2.3,Intel,SSD,128,Intel,0
766,Notebook,17.3,4.0,Windows 10,2.8,25059.715199999995,768,1366,1.1,Intel,HDD,1024,Intel,1
767,Gaming,15.6,16.0,Windows 10,2.72,58554.72,2160,3840,2.6,Intel,Both,1152,Intel,1
768,Ultrabook,13.3,8.0,Windows 10,1.31,85194.72,1080,1920,2.7,Intel,SSD,256,Intel,0
769,Notebook,15.6,4.0,Linux,2.1,15877.44,768,1366,1.1,Intel,HDD,1024,Intel,0
770,Notebook,15.6,16.0,Windows 10,2.3,62938.0656,1080,1920,2.7,Intel,SSD,256,Intel,1
771,2 in 1 Convertible,15.0,16.0,Windows 10,1.71,95850.72,1080,1920,2.7,Intel,SSD,256,Intel,1
772,Notebook,14.0,4.0,Windows 10,1.75,54345.6,768,1366,2.3,Intel,SSD,128,Intel,0
773,Gaming,15.6,8.0,Windows 10,2.62,58554.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
774,Ultrabook,12.5,4.0,Windows 10,1.26,66280.31999999999,768,1366,2.3,Intel,SSD,256,Intel,0
775,2 in 1 Convertible,15.6,12.0,Windows 10,2.3,44701.92,1080,1920,2.7,Intel,HDD,2048,Intel,1
776,Notebook,15.6,16.0,Windows 7,2.5,126273.6,2160,3840,2.7,Intel,SSD,512,Intel,1
777,Notebook,14.0,4.0,Windows 10,1.8,33886.08,1080,1920,2.4,Intel,SSD,128,Intel,0
778,Gaming,14.0,16.0,Windows 10,1.95,154458.72,1080,1920,2.8,Intel,SSD,512,Intel,1
779,Notebook,15.6,8.0,Windows 10,2.0,31003.632,1080,1920,1.1,Intel,SSD,128,Intel,0
780,Gaming,17.3,32.0,Windows 10,4.42,191211.264,1080,1920,2.8,Intel,Both,2048,Intel,1
781,Gaming,17.3,16.0,Windows 10,4.3,125208.0,1080,1920,2.6,Intel,Both,1280,Intel,1
782,Ultrabook,14.0,16.0,Windows 10,1.47,93985.92,1080,1920,2.6,Intel,SSD,512,Intel,1
783,Notebook,15.6,8.0,No OS,2.2,17529.12,768,1366,1.6,Intel,HDD,1024,Intel,0
784,Ultrabook,14.0,16.0,Windows 10,1.7,122490.72,1080,1920,2.7,Intel,SSD,512,Intel,0
785,Gaming,14.0,16.0,Windows 10,1.6,100752.48,1080,1920,2.8,Intel,Both,1280,Intel,1
786,Gaming,15.6,8.0,Windows 10,2.2,58021.92,1080,1920,2.5,Intel,Both,1152,Intel,1
787,Gaming,15.6,4.0,Windows 10,2.4,53226.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
788,Gaming,17.3,16.0,Windows 10,4.2,122490.72,1080,1920,2.8,Intel,Both,1280,Intel,1
789,Gaming,15.6,8.0,Windows 10,2.62,52480.8,1080,1920,2.5,Intel,SSD,256,Intel,1
790,Gaming,15.6,8.0,Windows 10,2.24,71341.92,1080,1920,2.8,Intel,Both,1152,Intel,1
791,Notebook,14.0,4.0,Windows 10,1.22,10810.512,1080,1920,1.1,Intel,Flash Storage,32,Intel,0
792,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,104961.6,1080,1920,2.7,Intel,SSD,512,Intel,0
793,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,51095.52,1080,1920,2.5,Intel,SSD,256,Intel,1
794,Ultrabook,12.0,8.0,Mac OS X,0.92,62071.2,1440,2304,1.2,Intel,Flash Storage,512,Intel,0
795,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,124142.4,1440,2560,2.5,Intel,SSD,256,Intel,0
796,Notebook,14.0,4.0,Windows 10,1.63,15930.72,768,1366,1.1,Intel,Flash Storage,32,Intel,0
797,Notebook,15.6,8.0,Windows 10,1.95,43156.8,768,1366,2.5,Intel,SSD,128,Intel,0
798,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,71874.72,1080,1920,2.7,Intel,SSD,256,Intel,0
799,Notebook,15.6,8.0,Windows 10,2.0,39373.92,1080,1920,2.0,Intel,SSD,256,Intel,1
800,Workstation,15.6,8.0,Windows 10,3.14,110017.872,1080,1920,2.8,Intel,SSD,256,Intel,1
801,Notebook,15.6,8.0,Windows 10,2.37,58554.72,1080,1920,2.5,Intel,SSD,256,Intel,0
802,Ultrabook,13.3,8.0,Windows 10,1.29,79866.72,1080,1920,2.5,Intel,SSD,256,Intel,0
803,Notebook,15.6,8.0,Windows 10,2.06,93186.72,2160,3840,2.5,Intel,SSD,256,Intel,1
804,Netbook,11.6,4.0,Windows 10,1.63,39640.32,768,1366,1.1,Intel,SSD,128,Intel,0
805,Netbook,12.5,8.0,Windows 10,1.26,74005.92,768,1366,2.6,Intel,SSD,256,Intel,0
806,Notebook,15.6,4.0,Windows 10,2.1,41558.4,768,1366,2.3,Intel,HDD,500,Intel,0
807,Notebook,15.6,8.0,Windows 10,2.04,33513.119999999995,768,1366,2.5,AMD,HDD,2048,AMD,1
808,Gaming,15.6,16.0,Windows 10,2.62,89457.12,2160,3840,2.8,Intel,SSD,512,Intel,1
809,Notebook,15.6,4.0,Windows 10,2.4,32447.52,1080,1920,2.5,Intel,HDD,1024,Intel,1
810,Gaming,17.3,12.0,Windows 10,3.74,93186.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
811,Gaming,17.3,16.0,Windows 10,2.9,128671.2,1080,1920,2.8,Intel,Both,1536,Intel,1
812,Ultrabook,13.3,8.0,Windows 10,0.81,79866.72,1080,1920,2.5,Intel,SSD,256,Intel,0
813,Notebook,15.6,8.0,Windows 10,1.98,51202.08,1080,1920,2.7,Intel,HDD,1024,Intel,1
814,Notebook,15.6,8.0,Windows 10,2.18,42081.0768,1080,1920,2.5,Intel,SSD,256,Intel,1
815,Ultrabook,14.0,8.0,Windows 10,1.32,99047.52,1080,1920,2.7,Intel,SSD,256,Intel,0
816,Ultrabook,12.5,16.0,Windows 10,1.29,95850.72,2160,3840,2.5,Intel,SSD,512,Intel,0
817,Netbook,11.6,4.0,Chrome OS,1.23,20512.8,768,1366,1.6,Intel,Flash Storage,16,Intel,0
818,Gaming,17.3,16.0,Windows 10,4.36,133467.4656,1080,1920,2.8,Intel,Both,1152,Intel,1
819,Notebook,14.0,4.0,Windows 10,1.76,40226.4,768,1366,2.3,Intel,HDD,500,Intel,0
820,Notebook,15.6,4.0,Windows 10,2.1,26101.872,768,1366,2.0,Intel,HDD,500,Intel,0
821,Ultrabook,14.0,4.0,Windows 10,1.25,58075.2,768,1366,2.5,Intel,SSD,128,Intel,0
822,Ultrabook,14.0,8.0,Windows 10,1.13,133146.72,1080,1920,2.7,Intel,SSD,512,Intel,0
823,Gaming,15.6,8.0,Windows 10,2.4,63882.72,1080,1920,2.5,Intel,SSD,256,Intel,1
824,Ultrabook,14.0,8.0,Windows 10,1.13,99900.0,1080,1920,2.5,Intel,Flash Storage,256,Intel,0
825,Notebook,14.0,4.0,Windows 10,1.75,26586.72,768,1366,2.1,Intel,SSD,128,Intel,0
826,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,72354.23999999999,1080,1920,2.5,Intel,SSD,256,Intel,0
827,Notebook,14.0,4.0,Windows 10,1.76,31168.8,768,1366,2.0,Intel,HDD,500,Intel,0
828,Netbook,11.6,4.0,Chrome OS,1.35,18914.4,768,1366,1.6,Intel,Flash Storage,32,Intel,0
829,Notebook,14.0,8.0,Windows 10,1.5,32980.32,1080,1920,2.4,Intel,SSD,128,Intel,0
830,Gaming,17.3,32.0,Windows 10,3.49,292986.72,2160,3840,2.9,Intel,SSD,512,Intel,1
831,Ultrabook,14.0,16.0,Windows 10,1.1,111834.72,1440,2560,2.6,Intel,SSD,512,Intel,0
832,Notebook,15.6,4.0,Linux,2.1,27652.32,1080,1920,2.5,Intel,HDD,1024,Intel,1
833,Notebook,14.0,8.0,Windows 10,1.7,63190.08,1080,1920,2.3,Intel,SSD,256,Intel,0
834,Notebook,14.0,8.0,Windows 10,1.32,87912.0,1080,1920,2.6,Intel,SSD,256,Intel,0
835,Gaming,15.6,16.0,Windows 10,3.21,147832.28639999998,1080,1920,2.8,Intel,Both,1280,Intel,1
836,Gaming,17.3,16.0,Windows 10,2.9,128884.32,1080,1920,2.8,Intel,Both,1280,Intel,1
837,Notebook,15.6,4.0,Windows 10,2.0,35644.32,768,1366,2.4,Intel,HDD,500,Intel,0
838,Notebook,14.0,4.0,Chrome OS,1.5,17316.0,768,1366,1.6,Intel,Flash Storage,16,Intel,0
839,Notebook,15.6,8.0,Windows 10,2.3,31435.2,1080,1920,2.5,Intel,HDD,128,Intel,0
840,Gaming,17.3,16.0,Windows 10,2.73,95850.72,1080,1920,2.6,Intel,Both,1536,Intel,1
841,Gaming,17.3,32.0,Windows 10,4.42,163723.57919999998,1080,1920,2.8,Intel,Both,1536,Intel,1
842,Notebook,17.3,8.0,Windows 10,2.63,48484.8,900,1600,2.5,Intel,HDD,1024,Intel,1
843,Notebook,15.6,8.0,Windows 10,2.18,38041.3872,768,1366,2.5,Intel,SSD,128,Intel,0
844,Ultrabook,14.0,8.0,Windows 7,1.54,99633.6,1080,1920,2.5,Intel,SSD,512,Intel,0
845,Notebook,15.6,4.0,Windows 10,2.18,39373.92,1080,1920,2.7,Intel,SSD,256,Intel,1
846,2 in 1 Convertible,11.6,4.0,Chrome OS,1.4,32767.2,768,1366,1.1,Intel,Flash Storage,32,Intel,0
847,Ultrabook,13.3,8.0,Windows 10,1.45,54665.28,1080,1920,2.3,Intel,SSD,512,Intel,1
848,2 in 1 Convertible,13.3,8.0,Windows 10,1.28,121318.56,1080,1920,2.5,Intel,SSD,256,Intel,0
849,Ultrabook,14.0,8.0,Windows 10,1.54,78215.04,1080,1920,2.5,Intel,SSD,512,Intel,0
850,Notebook,15.6,4.0,No OS,1.86,15930.72,768,1366,1.6,Intel,SSD,128,Intel,0
851,Gaming,15.6,16.0,Windows 10,2.1,101178.72,1080,1920,2.8,Intel,Both,1152,Intel,1
852,Notebook,17.3,8.0,Linux,2.83,46087.2,1080,1920,2.7,Intel,HDD,1024,Intel,1
853,Ultrabook,14.0,8.0,Windows 10,1.96,101391.84,1080,1920,2.8,Intel,SSD,256,Intel,1
854,Notebook,15.6,8.0,Windows 10,2.3,41931.36,1080,1920,2.7,Intel,SSD,256,Intel,1
855,Notebook,15.6,8.0,Windows 10,1.9,50349.6,1080,1920,2.5,Intel,SSD,128,Intel,0
856,Notebook,15.6,4.0,Windows 10,2.0,23922.72,768,1366,1.1,Intel,HDD,1024,Intel,0
857,2 in 1 Convertible,13.3,8.0,Windows 10,1.28,136343.52,1080,1920,2.8,Intel,SSD,256,Intel,0
858,Notebook,13.3,8.0,Windows 10,1.62,34578.72,1080,1920,2.3,Intel,HDD,1024,Intel,0
859,Notebook,15.6,4.0,No OS,2.2,24988.32,1080,1920,2.0,Intel,HDD,1024,Intel,0
860,Notebook,15.6,8.0,Windows 10,2.3,45323.1648,1080,1920,2.5,Intel,HDD,1024,Intel,0
861,Notebook,15.6,8.0,Windows 10,1.84,71874.72,1080,1920,2.6,Intel,SSD,256,Intel,1
862,Notebook,13.3,4.0,Windows 10,1.05,68464.8,1080,1920,2.5,Intel,SSD,128,Intel,0
863,Gaming,15.6,8.0,No OS,2.5,54185.76,1080,1920,2.5,Intel,HDD,1024,Intel,1
864,Ultrabook,13.3,16.0,Windows 10,1.29,119347.2,1800,3200,2.5,Intel,SSD,512,Intel,0
865,Notebook,15.6,4.0,Windows 10,2.07,48484.8,1080,1920,2.3,Intel,HDD,500,Intel,0
866,Ultrabook,13.3,8.0,Windows 10,1.2,58341.6,768,1366,2.3,Intel,SSD,256,Intel,0
867,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,103896.0,1080,1920,2.7,Intel,SSD,256,Intel,0
868,Notebook,14.0,8.0,Windows 10,1.56,48058.56,1080,1920,2.5,Intel,SSD,256,Intel,0
869,Workstation,15.6,8.0,Windows 10,2.23,94731.84,1080,1920,2.8,Intel,HDD,1024,Intel,1
870,Notebook,15.6,4.0,Windows 10,2.38,56210.4,768,1366,2.5,Intel,HDD,500,Intel,0
871,Notebook,15.6,4.0,No OS,2.2,25521.12,1080,1920,2.0,Intel,HDD,1024,Intel,1
872,Notebook,15.6,8.0,Windows 10,2.0,73952.64,1080,1920,2.7,Intel,SSD,256,Intel,0
873,Notebook,13.3,4.0,Windows 10,1.44,39160.8,1080,1920,2.4,Intel,SSD,180,Intel,0
874,Ultrabook,15.0,16.0,Windows 10,1.23,98514.72,1080,1920,2.7,Intel,SSD,256,Intel,1
875,Ultrabook,12.5,8.0,Windows 10,1.6,90043.2,1080,1920,2.8,Intel,SSD,256,Intel,0
876,Notebook,15.6,4.0,Linux,2.0,21258.1872,768,1366,1.1,Intel,HDD,1024,Intel,0
877,Ultrabook,13.3,8.0,Windows 10,1.28,49816.8,1080,1920,2.3,Intel,SSD,256,Intel,1
878,Notebook,15.6,4.0,Windows 10,2.18,48618.0,1080,1920,2.5,Intel,Both,1152,Intel,1
879,Notebook,15.6,4.0,Windows 10,2.04,44701.92,1080,1920,2.5,Intel,SSD,256,Intel,0
880,2 in 1 Convertible,13.3,4.0,Windows 10,1.28,90576.0,1080,1920,2.5,Intel,SSD,256,Intel,0
881,2 in 1 Convertible,15.6,4.0,Windows 10,2.3,36486.14399999999,768,1366,2.5,Intel,HDD,500,Intel,0
882,Notebook,14.1,4.0,Windows 10,1.65,18541.44,768,1366,1.1,Intel,Flash Storage,32,Intel,0
883,Notebook,15.6,8.0,Windows 10,2.2,35644.32,1080,1920,2.5,Intel,HDD,1024,Intel,1
884,Notebook,15.6,4.0,Windows 10,2.2,19660.32,768,1366,1.6,Intel,HDD,500,Intel,0
885,2 in 1 Convertible,13.3,4.0,Windows 10,1.28,95850.72,1080,1920,2.5,Intel,SSD,256,Intel,0
886,Notebook,15.6,4.0,Linux,2.18,24279.696,768,1366,2.0,Intel,HDD,1024,Intel,1
887,Gaming,17.3,12.0,Windows 10,2.2,72988.272,1080,1920,2.5,Intel,Both,1152,Intel,1
888,Netbook,11.6,4.0,Chrome OS,1.25,15824.16,768,1366,1.6,Intel,Flash Storage,32,Intel,0
889,Notebook,17.3,4.0,Windows 10,2.8,20193.12,900,1600,2.2,AMD,HDD,500,AMD,1
890,Notebook,14.0,4.0,Windows 10,1.95,67399.2,1080,1920,2.5,Intel,SSD,128,Intel,0
891,2 in 1 Convertible,13.3,16.0,Windows 10,1.42,74538.72,1800,3200,2.7,Intel,SSD,256,Intel,0
892,Ultrabook,15.0,8.0,Windows 10,1.17,90522.72,1080,1920,2.7,Intel,SSD,256,Intel,0
893,Ultrabook,14.0,8.0,Windows 10,1.32,95850.72,1080,1920,2.5,Intel,SSD,256,Intel,0
894,Gaming,17.3,16.0,Windows 10,2.43,141138.72,2160,3840,2.6,Intel,Both,2560,Intel,1
895,Notebook,13.3,8.0,Windows 10,1.05,78588.0,1080,1920,2.5,Intel,SSD,256,Intel,0
896,Gaming,15.6,8.0,Linux,2.62,49497.12,1080,1920,2.8,Intel,HDD,1024,Intel,1
897,Notebook,15.6,8.0,Windows 10,2.04,47952.0,1080,1920,2.7,Intel,HDD,1024,Intel,1
898,Notebook,15.6,4.0,Windows 10,2.18,32713.92,768,1366,2.0,Intel,HDD,1024,Intel,1
899,Notebook,15.6,8.0,Windows 10,1.9,49816.8,1080,1920,2.6,Intel,HDD,500,Intel,0
900,2 in 1 Convertible,13.3,8.0,Windows 10,1.24,107257.968,1800,3200,1.3,Intel,SSD,512,Intel,0
901,Gaming,17.3,32.0,Windows 10,3.58,68145.12,1080,1920,2.7,Intel,SSD,512,Intel,1
902,2 in 1 Convertible,13.3,16.0,Windows 10,1.22,87858.72,1080,1920,1.3,Intel,SSD,256,Intel,0
903,Ultrabook,14.0,8.0,Windows 10,1.13,109170.72,1080,1920,2.7,Intel,Flash Storage,256,Intel,0
904,Notebook,15.6,8.0,Windows 10,1.95,104588.1072,1080,1920,2.5,Intel,SSD,512,Intel,0
905,Ultrabook,15.6,16.0,Windows 10,1.08,111834.72,1080,1920,2.7,Intel,SSD,512,Intel,0
906,Netbook,12.5,8.0,Windows 10,1.26,79014.23999999999,1080,1920,2.7,Intel,SSD,512,Intel,0
907,Notebook,15.6,4.0,Chrome OS,2.2,19127.52,1080,1920,1.5,Intel,Flash Storage,16,Intel,0
908,Notebook,15.6,8.0,Windows 10,2.6,42037.92,1080,1920,2.3,Intel,Both,1152,Intel,1
909,Ultrabook,14.0,8.0,Windows 10,0.98,101178.72,1080,1920,2.7,Intel,SSD,512,Intel,0
910,Notebook,14.0,8.0,Windows 10,1.6,64202.4,1080,1920,2.8,Intel,SSD,256,Intel,0
911,Ultrabook,12.5,8.0,Windows 10,1.09,165168.0,2160,3840,1.2,Intel,SSD,240,Intel,0
912,Notebook,15.6,6.0,Windows 10,2.2,42037.92,1080,1920,2.7,Intel,SSD,256,Intel,1
913,Notebook,15.6,8.0,Windows 10,2.04,54291.78719999999,1080,1920,2.7,Intel,SSD,256,Intel,1
914,Notebook,15.6,4.0,Windows 10,2.4,26586.72,1080,1920,2.4,Intel,HDD,1024,Intel,0
915,Notebook,13.3,4.0,Windows 10,1.44,46939.68,1080,1920,2.5,Intel,SSD,128,Intel,0
916,Notebook,13.3,8.0,Windows 10,1.49,51148.8,1080,1920,2.5,Intel,SSD,256,Intel,0
917,Gaming,17.3,16.0,Windows 10,2.7,85194.72,1080,1920,2.8,Intel,Both,1280,Intel,1
918,Gaming,15.6,16.0,Windows 10,2.6,71874.72,1080,1920,2.8,Intel,Both,1152,Intel,1
919,Gaming,15.6,8.0,Windows 10,2.2,59668.804800000005,1080,1920,2.5,Intel,Both,1152,Intel,1
920,Notebook,15.6,4.0,Windows 10,2.18,36496.2672,768,1366,2.5,Intel,HDD,1024,Intel,1
921,Ultrabook,15.6,8.0,Windows 10,1.84,69103.62719999999,1080,1920,2.5,Intel,SSD,256,Intel,1
922,Ultrabook,13.3,8.0,Windows 10,1.39,61218.72,1800,3200,2.7,Intel,SSD,256,Intel,0
923,Notebook,15.6,16.0,Windows 10,2.4,105228.0,1080,1920,2.6,Intel,SSD,256,Intel,1
924,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,97236.0,1080,1920,2.5,Intel,SSD,512,Intel,0
925,Notebook,15.6,4.0,Windows 10,1.95,38889.072,768,1366,2.3,Intel,HDD,500,Intel,0
926,Ultrabook,12.5,8.0,Windows 10,1.36,87912.0,1080,1920,2.7,Intel,SSD,256,Intel,0
927,Notebook,15.6,8.0,Windows 10,2.31,62071.2,1080,1920,2.3,Intel,SSD,256,Intel,0
928,Notebook,15.6,4.0,Windows 10,2.18,37725.4368,768,1366,2.5,Intel,HDD,1024,Intel,0
929,Notebook,14.0,4.0,Windows 10,1.95,61218.72,768,1366,2.3,Intel,HDD,500,Intel,0
930,Notebook,15.6,4.0,Windows 10,2.2,16463.52,768,1366,1.1,Intel,HDD,1024,Intel,0
931,Ultrabook,12.5,4.0,Windows 10,1.26,84129.12,1080,1920,2.3,Intel,HDD,500,Intel,0
932,Notebook,15.6,4.0,No OS,1.86,15392.592,768,1366,1.6,Intel,HDD,1024,Intel,0
933,2 in 1 Convertible,13.3,16.0,Windows 10,1.3,95850.72,1800,3200,2.2,Intel,SSD,1024,Intel,0
934,Notebook,14.0,4.0,Windows 10,1.47,58874.4,1080,1920,2.3,Intel,SSD,128,Intel,0
935,Netbook,12.5,8.0,Windows 10,1.26,88924.31999999999,1080,1920,2.3,Intel,SSD,256,Intel,0
936,Notebook,15.6,4.0,Windows 10,2.18,29762.208,768,1366,2.0,Intel,HDD,1024,Intel,0
937,Gaming,15.6,8.0,Windows 10,2.2,63882.72,1080,1920,2.8,Intel,Both,1152,Intel,1
938,Ultrabook,14.0,8.0,Windows 10,1.36,87325.92,1080,1920,2.5,Intel,SSD,256,Intel,0
939,Gaming,17.3,16.0,Windows 10,4.36,146946.24,1440,2560,2.7,Intel,Both,1536,Intel,1
940,Gaming,17.3,8.0,Windows 10,2.75,74538.72,1080,1920,2.3,Intel,Both,1152,Intel,1
941,Notebook,17.3,4.0,Windows 10,2.8,28238.4,900,1600,1.6,Intel,HDD,1024,Intel,1
942,Notebook,15.6,4.0,Windows 10,2.23,32980.32,768,1366,2.5,Intel,HDD,500,Intel,0
943,Notebook,15.6,8.0,Windows 10,2.2,59620.32,768,1366,2.3,Intel,SSD,256,Intel,0
944,2 in 1 Convertible,11.3,8.0,Windows 10,1.1,69210.72,1080,1920,1.2,Intel,SSD,256,Intel,0
945,Gaming,15.6,16.0,Windows 10,2.5,53226.72,1080,1920,2.1,AMD,Both,1536,AMD,1
946,Ultrabook,12.5,8.0,Windows 10,1.36,78438.816,1080,1920,2.5,Intel,SSD,256,Intel,0
947,Notebook,15.6,8.0,No OS,2.2,36496.8,1080,1920,2.7,Intel,HDD,1024,Intel,1
948,Notebook,17.3,4.0,Windows 10,2.36,35111.52,900,1600,2.0,Intel,HDD,1024,Intel,1
949,Notebook,14.0,4.0,Chrome OS,1.68,18594.72,768,1366,1.6,Intel,Flash Storage,32,Intel,0
950,Workstation,15.6,8.0,Windows 10,2.0,119826.72,1080,1920,2.7,Intel,SSD,8,Intel,1
951,Ultrabook,14.0,8.0,Windows 10,1.36,94572.0,1080,1920,2.8,Intel,SSD,256,Intel,0
952,Notebook,13.3,8.0,Windows 7,1.2,77788.8,1080,1920,2.3,Intel,SSD,256,Intel,0
953,2 in 1 Convertible,12.5,8.0,Chrome OS,1.2,61751.52,1080,1920,1.2,Intel,Flash Storage,64,Intel,0
954,Ultrabook,14.0,8.0,Windows 10,1.7,79333.3872,1080,1920,2.6,Intel,SSD,256,Intel,0
955,Gaming,17.3,16.0,Windows 10,4.36,168045.12,2160,3840,2.8,Intel,Both,1536,Intel,1
956,2 in 1 Convertible,13.3,8.0,Windows 10,1.24,101178.72,1080,1920,1.2,Intel,SSD,256,Intel,0
957,2 in 1 Convertible,11.6,4.0,Windows 10,1.45,41292.0,768,1366,1.1,Intel,SSD,256,Intel,0
958,Ultrabook,13.3,8.0,Windows 10,1.3,67559.04,1800,3200,2.5,Intel,SSD,256,Intel,0
959,2 in 1 Convertible,11.6,4.0,Chrome OS,1.25,20725.92,768,1366,1.6,Intel,Flash Storage,32,Intel,0
960,Notebook,13.3,8.0,Windows 10,1.2,81784.8,1080,1920,2.4,Intel,SSD,256,Intel,0
961,Ultrabook,12.5,8.0,Windows 10,1.36,93772.8,1080,1920,2.6,Intel,SSD,256,Intel,0
962,Notebook,15.6,12.0,Windows 10,2.4,53759.52,1080,1920,2.5,Intel,Both,1152,Intel,1
963,Ultrabook,12.5,8.0,Windows 10,1.1,95371.2,1080,1920,2.7,Intel,SSD,512,Intel,0
964,Notebook,15.6,8.0,Windows 10,2.04,45101.52,768,1366,2.5,Intel,HDD,1024,Intel,1
965,Notebook,15.6,4.0,Linux,2.25,24808.2336,768,1366,2.0,Intel,HDD,1024,Intel,1
966,Notebook,15.6,4.0,Windows 10,1.9,43956.0,768,1366,2.5,Intel,HDD,500,Intel,0
967,Notebook,15.6,4.0,Windows 10,2.04,36496.8,1080,1920,2.4,Intel,HDD,500,Intel,0
968,Gaming,17.3,32.0,Windows 10,4.42,167778.72,1080,1920,2.8,Intel,Both,1280,Intel,1
969,Notebook,15.6,6.0,Windows 10,2.4,37029.6,1080,1920,2.5,Intel,SSD,256,Intel,1
970,2 in 1 Convertible,13.3,16.0,Windows 10,1.22,101178.72,1800,3200,1.3,Intel,SSD,512,Intel,0
971,Ultrabook,14.0,8.0,Windows 10,1.5,104587.57439999998,1440,2560,2.6,Intel,SSD,256,Intel,0
972,Gaming,17.3,32.0,Windows 10,4.42,149184.0,1080,1920,2.6,Intel,Both,1280,Intel,1
